date_of_census,measure,count,table
2021-10-20,adult_families_in_shelter,1575,DHS daily census
2021-10-19,total_individuals_in_shelter,46026,DHS daily census
2021-10-19,total_single_adults_in_shelter,16573,DHS daily census
2021-10-19,families_with_children_in_shelter,8585,DHS daily census
2021-10-19,adult_families_in_shelter,1575,DHS daily census
2021-10-18,total_individuals_in_shelter,45985,DHS daily census
2021-10-18,total_single_adults_in_shelter,16518,DHS daily census
2021-10-18,families_with_children_in_shelter,8592,DHS daily census
2021-10-18,adult_families_in_shelter,1577,DHS daily census
2021-10-17,total_individuals_in_shelter,46037,DHS daily census
2021-10-17,total_single_adults_in_shelter,16487,DHS daily census
2021-10-17,families_with_children_in_shelter,8613,DHS daily census
2021-10-17,adult_families_in_shelter,1580,DHS daily census
2021-10-16,total_individuals_in_shelter,45910,DHS daily census
2021-10-16,total_single_adults_in_shelter,16370,DHS daily census
2021-10-16,families_with_children_in_shelter,8615,DHS daily census
2021-10-16,adult_families_in_shelter,1563,DHS daily census
2021-10-15,total_individuals_in_shelter,45922,DHS daily census
2021-10-15,total_single_adults_in_shelter,16396,DHS daily census
2021-10-15,families_with_children_in_shelter,8604,DHS daily census
2021-10-15,adult_families_in_shelter,1580,DHS daily census
2021-10-14,total_individuals_in_shelter,45979,DHS daily census
2021-10-14,total_single_adults_in_shelter,16474,DHS daily census
2021-10-14,families_with_children_in_shelter,8590,DHS daily census
2021-10-14,adult_families_in_shelter,1584,DHS daily census
2021-10-13,total_individuals_in_shelter,46114,DHS daily census
2021-10-13,total_single_adults_in_shelter,16543,DHS daily census
2021-10-13,families_with_children_in_shelter,8614,DHS daily census
2021-10-13,adult_families_in_shelter,1581,DHS daily census
2021-10-12,total_individuals_in_shelter,45886,DHS daily census
2021-10-12,total_single_adults_in_shelter,16489,DHS daily census
2021-10-12,families_with_children_in_shelter,8554,DHS daily census
2021-10-12,adult_families_in_shelter,1581,DHS daily census
2021-10-11,total_individuals_in_shelter,45900,DHS daily census
2021-10-11,total_single_adults_in_shelter,16516,DHS daily census
2021-10-11,families_with_children_in_shelter,8547,DHS daily census
2021-10-11,adult_families_in_shelter,1580,DHS daily census
2021-10-10,total_individuals_in_shelter,45917,DHS daily census
2021-10-10,total_single_adults_in_shelter,16424,DHS daily census
2021-10-10,families_with_children_in_shelter,8585,DHS daily census
2021-10-10,adult_families_in_shelter,1581,DHS daily census
2021-10-09,total_individuals_in_shelter,45910,DHS daily census
2021-10-09,total_single_adults_in_shelter,16352,DHS daily census
2021-10-09,families_with_children_in_shelter,8603,DHS daily census
2021-10-09,adult_families_in_shelter,1578,DHS daily census
2021-10-08,total_individuals_in_shelter,45851,DHS daily census
2021-10-08,total_single_adults_in_shelter,16369,DHS daily census
2021-10-08,families_with_children_in_shelter,8586,DHS daily census
2021-10-08,adult_families_in_shelter,1566,DHS daily census
2021-10-07,total_individuals_in_shelter,45766,DHS daily census
2021-10-07,total_single_adults_in_shelter,16393,DHS daily census
2021-10-07,families_with_children_in_shelter,8539,DHS daily census
2021-10-07,adult_families_in_shelter,1577,DHS daily census
2021-10-06,total_individuals_in_shelter,45758,DHS daily census
2021-10-06,total_single_adults_in_shelter,16444,DHS daily census
2021-10-06,families_with_children_in_shelter,8537,DHS daily census
2021-10-06,adult_families_in_shelter,1566,DHS daily census
2021-10-05,total_individuals_in_shelter,45782,DHS daily census
2021-10-05,total_single_adults_in_shelter,16439,DHS daily census
2021-10-05,families_with_children_in_shelter,8540,DHS daily census
2021-10-05,adult_families_in_shelter,1569,DHS daily census
2021-10-04,total_individuals_in_shelter,45700,DHS daily census
2021-10-04,total_single_adults_in_shelter,16430,DHS daily census
2021-10-04,families_with_children_in_shelter,8516,DHS daily census
2021-10-04,adult_families_in_shelter,1565,DHS daily census
2021-10-03,total_individuals_in_shelter,45681,DHS daily census
2021-10-03,total_single_adults_in_shelter,16298,DHS daily census
2021-10-03,families_with_children_in_shelter,8545,DHS daily census
2021-10-03,adult_families_in_shelter,1569,DHS daily census
2021-10-02,total_individuals_in_shelter,45481,DHS daily census
2021-10-02,total_single_adults_in_shelter,16172,DHS daily census
2021-10-02,families_with_children_in_shelter,8532,DHS daily census
2021-10-02,adult_families_in_shelter,1558,DHS daily census
2021-10-01,total_individuals_in_shelter,45584,DHS daily census
2021-10-01,total_single_adults_in_shelter,16289,DHS daily census
2021-10-01,families_with_children_in_shelter,8513,DHS daily census
2021-10-01,adult_families_in_shelter,1575,DHS daily census
2021-09-30,total_individuals_in_shelter,45624,DHS daily census
2021-09-30,total_single_adults_in_shelter,16386,DHS daily census
2021-09-30,families_with_children_in_shelter,8500,DHS daily census
2021-09-30,adult_families_in_shelter,1565,DHS daily census
2021-09-29,total_individuals_in_shelter,45613,DHS daily census
2021-09-29,total_single_adults_in_shelter,16352,DHS daily census
2021-09-29,families_with_children_in_shelter,8503,DHS daily census
2021-09-29,adult_families_in_shelter,1570,DHS daily census
2021-09-28,total_individuals_in_shelter,45544,DHS daily census
2021-09-28,total_single_adults_in_shelter,16392,DHS daily census
2021-09-28,families_with_children_in_shelter,8478,DHS daily census
2021-09-28,adult_families_in_shelter,1569,DHS daily census
2021-09-27,total_individuals_in_shelter,45616,DHS daily census
2021-09-27,total_single_adults_in_shelter,16348,DHS daily census
2021-09-27,families_with_children_in_shelter,8495,DHS daily census
2021-09-27,adult_families_in_shelter,1585,DHS daily census
2021-09-26,total_individuals_in_shelter,45514,DHS daily census
2021-09-26,total_single_adults_in_shelter,16340,DHS daily census
2021-09-26,families_with_children_in_shelter,8471,DHS daily census
2021-09-26,adult_families_in_shelter,1575,DHS daily census
2021-09-25,total_individuals_in_shelter,45443,DHS daily census
2021-09-25,total_single_adults_in_shelter,16262,DHS daily census
2021-09-25,families_with_children_in_shelter,8466,DHS daily census
2021-09-25,adult_families_in_shelter,1573,DHS daily census
2021-09-24,total_individuals_in_shelter,45320,DHS daily census
2021-09-24,total_single_adults_in_shelter,16234,DHS daily census
2021-09-24,families_with_children_in_shelter,8436,DHS daily census
2021-09-24,adult_families_in_shelter,1568,DHS daily census
2021-09-23,total_individuals_in_shelter,45301,DHS daily census
2021-09-23,total_single_adults_in_shelter,16343,DHS daily census
2021-09-23,families_with_children_in_shelter,8406,DHS daily census
2021-09-23,adult_families_in_shelter,1562,DHS daily census
2021-09-22,total_individuals_in_shelter,45212,DHS daily census
2021-09-22,total_single_adults_in_shelter,16290,DHS daily census
2021-09-22,families_with_children_in_shelter,8383,DHS daily census
2021-09-22,adult_families_in_shelter,1573,DHS daily census
2021-09-21,total_individuals_in_shelter,45402,DHS daily census
2021-09-21,total_single_adults_in_shelter,16245,DHS daily census
2021-09-21,families_with_children_in_shelter,8460,DHS daily census
2021-09-21,adult_families_in_shelter,1585,DHS daily census
2021-09-20,total_individuals_in_shelter,45264,DHS daily census
2021-09-20,total_single_adults_in_shelter,16225,DHS daily census
2021-09-20,families_with_children_in_shelter,8412,DHS daily census
2021-09-20,adult_families_in_shelter,1592,DHS daily census
2021-09-19,total_individuals_in_shelter,45305,DHS daily census
2021-09-19,total_single_adults_in_shelter,16162,DHS daily census
2021-09-19,families_with_children_in_shelter,8452,DHS daily census
2021-09-19,adult_families_in_shelter,1585,DHS daily census
2021-09-18,total_individuals_in_shelter,45141,DHS daily census
2021-09-18,total_single_adults_in_shelter,16106,DHS daily census
2021-09-18,families_with_children_in_shelter,8415,DHS daily census
2021-09-18,adult_families_in_shelter,1579,DHS daily census
2021-09-17,total_individuals_in_shelter,45117,DHS daily census
2021-09-17,total_single_adults_in_shelter,16124,DHS daily census
2021-09-17,families_with_children_in_shelter,8400,DHS daily census
2021-09-17,adult_families_in_shelter,1579,DHS daily census
2021-09-16,total_individuals_in_shelter,45133,DHS daily census
2021-09-16,total_single_adults_in_shelter,16196,DHS daily census
2021-09-16,families_with_children_in_shelter,8378,DHS daily census
2021-09-16,adult_families_in_shelter,1576,DHS daily census
2021-09-15,total_individuals_in_shelter,45102,DHS daily census
2021-09-15,total_single_adults_in_shelter,16183,DHS daily census
2021-09-15,families_with_children_in_shelter,8378,DHS daily census
2021-09-15,adult_families_in_shelter,1573,DHS daily census
2021-09-14,total_individuals_in_shelter,45055,DHS daily census
2021-09-14,total_single_adults_in_shelter,16175,DHS daily census
2021-09-14,families_with_children_in_shelter,8353,DHS daily census
2021-09-14,adult_families_in_shelter,1582,DHS daily census
2021-09-13,total_individuals_in_shelter,44992,DHS daily census
2021-09-13,total_single_adults_in_shelter,16116,DHS daily census
2021-09-13,families_with_children_in_shelter,8341,DHS daily census
2021-09-13,adult_families_in_shelter,1593,DHS daily census
2021-09-12,total_individuals_in_shelter,45088,DHS daily census
2021-09-12,total_single_adults_in_shelter,16068,DHS daily census
2021-09-12,families_with_children_in_shelter,8411,DHS daily census
2021-09-12,adult_families_in_shelter,1582,DHS daily census
2021-09-11,total_individuals_in_shelter,45029,DHS daily census
2021-09-11,total_single_adults_in_shelter,15996,DHS daily census
2021-09-11,families_with_children_in_shelter,8416,DHS daily census
2021-09-11,adult_families_in_shelter,1579,DHS daily census
2021-09-10,total_individuals_in_shelter,45043,DHS daily census
2021-09-10,total_single_adults_in_shelter,16079,DHS daily census
2021-09-10,families_with_children_in_shelter,8400,DHS daily census
2021-09-10,adult_families_in_shelter,1577,DHS daily census
2021-09-09,total_individuals_in_shelter,45131,DHS daily census
2021-09-09,total_single_adults_in_shelter,16188,DHS daily census
2021-09-09,families_with_children_in_shelter,8387,DHS daily census
2021-09-09,adult_families_in_shelter,1576,DHS daily census
2021-09-08,total_individuals_in_shelter,45000,DHS daily census
2021-09-08,total_single_adults_in_shelter,16079,DHS daily census
2021-09-08,families_with_children_in_shelter,8374,DHS daily census
2021-09-08,adult_families_in_shelter,1587,DHS daily census
2021-09-07,total_individuals_in_shelter,45118,DHS daily census
2021-09-07,total_single_adults_in_shelter,16159,DHS daily census
2021-09-07,families_with_children_in_shelter,8378,DHS daily census
2021-09-07,adult_families_in_shelter,1602,DHS daily census
2021-09-06,total_individuals_in_shelter,44870,DHS daily census
2021-09-06,total_single_adults_in_shelter,15999,DHS daily census
2021-09-06,families_with_children_in_shelter,8354,DHS daily census
2021-09-06,adult_families_in_shelter,1601,DHS daily census
2021-09-05,total_individuals_in_shelter,45008,DHS daily census
2021-09-05,total_single_adults_in_shelter,16024,DHS daily census
2021-09-05,families_with_children_in_shelter,8388,DHS daily census
2021-09-05,adult_families_in_shelter,1601,DHS daily census
2021-09-04,total_individuals_in_shelter,44895,DHS daily census
2021-09-04,total_single_adults_in_shelter,15985,DHS daily census
2021-09-04,families_with_children_in_shelter,8371,DHS daily census
2021-09-04,adult_families_in_shelter,1591,DHS daily census
2021-09-03,total_individuals_in_shelter,44868,DHS daily census
2021-09-03,total_single_adults_in_shelter,16067,DHS daily census
2021-09-03,families_with_children_in_shelter,8329,DHS daily census
2021-09-03,adult_families_in_shelter,1594,DHS daily census
2021-09-02,total_individuals_in_shelter,44838,DHS daily census
2021-09-02,total_single_adults_in_shelter,16115,DHS daily census
2021-09-02,families_with_children_in_shelter,8314,DHS daily census
2021-09-02,adult_families_in_shelter,1588,DHS daily census
2021-09-01,total_individuals_in_shelter,44839,DHS daily census
2021-09-01,total_single_adults_in_shelter,16141,DHS daily census
2021-09-01,families_with_children_in_shelter,8313,DHS daily census
2021-09-01,adult_families_in_shelter,1595,DHS daily census
2021-08-31,total_individuals_in_shelter,44767,DHS daily census
2021-08-31,total_single_adults_in_shelter,16134,DHS daily census
2021-08-31,families_with_children_in_shelter,8293,DHS daily census
2021-08-31,adult_families_in_shelter,1591,DHS daily census
2021-08-30,total_individuals_in_shelter,44885,DHS daily census
2021-08-30,total_single_adults_in_shelter,16183,DHS daily census
2021-08-30,families_with_children_in_shelter,8302,DHS daily census
2021-08-30,adult_families_in_shelter,1601,DHS daily census
2021-08-29,total_individuals_in_shelter,44904,DHS daily census
2021-08-29,total_single_adults_in_shelter,16162,DHS daily census
2021-08-29,families_with_children_in_shelter,8321,DHS daily census
2021-08-29,adult_families_in_shelter,1588,DHS daily census
2021-08-28,total_individuals_in_shelter,44826,DHS daily census
2021-08-28,total_single_adults_in_shelter,16128,DHS daily census
2021-08-28,families_with_children_in_shelter,8315,DHS daily census
2021-08-28,adult_families_in_shelter,1585,DHS daily census
2021-08-27,total_individuals_in_shelter,44786,DHS daily census
2021-08-27,total_single_adults_in_shelter,16148,DHS daily census
2021-08-27,families_with_children_in_shelter,8289,DHS daily census
2021-08-27,adult_families_in_shelter,1585,DHS daily census
2021-08-26,total_individuals_in_shelter,44836,DHS daily census
2021-08-26,total_single_adults_in_shelter,16242,DHS daily census
2021-08-26,families_with_children_in_shelter,8272,DHS daily census
2021-08-26,adult_families_in_shelter,1592,DHS daily census
2021-08-25,total_individuals_in_shelter,44882,DHS daily census
2021-08-25,total_single_adults_in_shelter,16205,DHS daily census
2021-08-25,families_with_children_in_shelter,8299,DHS daily census
2021-08-25,adult_families_in_shelter,1601,DHS daily census
2021-08-24,total_individuals_in_shelter,45009,DHS daily census
2021-08-24,total_single_adults_in_shelter,16247,DHS daily census
2021-08-24,families_with_children_in_shelter,8326,DHS daily census
2021-08-24,adult_families_in_shelter,1598,DHS daily census
2021-08-23,total_individuals_in_shelter,45132,DHS daily census
2021-08-23,total_single_adults_in_shelter,16324,DHS daily census
2021-08-23,families_with_children_in_shelter,8335,DHS daily census
2021-08-23,adult_families_in_shelter,1614,DHS daily census
2021-08-22,total_individuals_in_shelter,45130,DHS daily census
2021-08-22,total_single_adults_in_shelter,16352,DHS daily census
2021-08-22,families_with_children_in_shelter,8330,DHS daily census
2021-08-22,adult_families_in_shelter,1599,DHS daily census
2021-08-21,total_individuals_in_shelter,44981,DHS daily census
2021-08-21,total_single_adults_in_shelter,16268,DHS daily census
2021-08-21,families_with_children_in_shelter,8307,DHS daily census
2021-08-21,adult_families_in_shelter,1598,DHS daily census
2021-08-20,total_individuals_in_shelter,44927,DHS daily census
2021-08-20,total_single_adults_in_shelter,16267,DHS daily census
2021-08-20,families_with_children_in_shelter,8278,DHS daily census
2021-08-20,adult_families_in_shelter,1605,DHS daily census
2021-08-19,total_individuals_in_shelter,44959,DHS daily census
2021-08-19,total_single_adults_in_shelter,16319,DHS daily census
2021-08-19,families_with_children_in_shelter,8268,DHS daily census
2021-08-19,adult_families_in_shelter,1608,DHS daily census
2021-08-18,total_individuals_in_shelter,44926,DHS daily census
2021-08-18,total_single_adults_in_shelter,16305,DHS daily census
2021-08-18,families_with_children_in_shelter,8259,DHS daily census
2021-08-18,adult_families_in_shelter,1609,DHS daily census
2021-08-17,total_individuals_in_shelter,45203,DHS daily census
2021-08-17,total_single_adults_in_shelter,16240,DHS daily census
2021-08-17,families_with_children_in_shelter,8362,DHS daily census
2021-08-17,adult_families_in_shelter,1621,DHS daily census
2021-08-16,total_individuals_in_shelter,45262,DHS daily census
2021-08-16,total_single_adults_in_shelter,16302,DHS daily census
2021-08-16,families_with_children_in_shelter,8347,DHS daily census
2021-08-16,adult_families_in_shelter,1639,DHS daily census
2021-08-15,total_individuals_in_shelter,45202,DHS daily census
2021-08-15,total_single_adults_in_shelter,16257,DHS daily census
2021-08-15,families_with_children_in_shelter,8342,DHS daily census
2021-08-15,adult_families_in_shelter,1637,DHS daily census
2021-08-14,total_individuals_in_shelter,45188,DHS daily census
2021-08-14,total_single_adults_in_shelter,16292,DHS daily census
2021-08-14,families_with_children_in_shelter,8330,DHS daily census
2021-08-14,adult_families_in_shelter,1630,DHS daily census
2021-08-13,total_individuals_in_shelter,45213,DHS daily census
2021-08-13,total_single_adults_in_shelter,16288,DHS daily census
2021-08-13,families_with_children_in_shelter,8328,DHS daily census
2021-08-13,adult_families_in_shelter,1639,DHS daily census
2021-08-12,total_individuals_in_shelter,45207,DHS daily census
2021-08-12,total_single_adults_in_shelter,16325,DHS daily census
2021-08-12,families_with_children_in_shelter,8304,DHS daily census
2021-08-12,adult_families_in_shelter,1635,DHS daily census
2021-08-11,total_individuals_in_shelter,45291,DHS daily census
2021-08-11,total_single_adults_in_shelter,16340,DHS daily census
2021-08-11,families_with_children_in_shelter,8317,DHS daily census
2021-08-11,adult_families_in_shelter,1647,DHS daily census
2021-08-10,total_individuals_in_shelter,45354,DHS daily census
2021-08-10,total_single_adults_in_shelter,16375,DHS daily census
2021-08-10,families_with_children_in_shelter,8335,DHS daily census
2021-08-10,adult_families_in_shelter,1645,DHS daily census
2021-08-09,total_individuals_in_shelter,45265,DHS daily census
2021-08-09,total_single_adults_in_shelter,16358,DHS daily census
2021-08-09,families_with_children_in_shelter,8312,DHS daily census
2021-08-09,adult_families_in_shelter,1652,DHS daily census
2021-08-08,total_individuals_in_shelter,45186,DHS daily census
2021-08-08,total_single_adults_in_shelter,16299,DHS daily census
2021-08-08,families_with_children_in_shelter,8309,DHS daily census
2021-08-08,adult_families_in_shelter,1646,DHS daily census
2021-08-07,total_individuals_in_shelter,45020,DHS daily census
2021-08-07,total_single_adults_in_shelter,16201,DHS daily census
2021-08-07,families_with_children_in_shelter,8295,DHS daily census
2021-08-07,adult_families_in_shelter,1632,DHS daily census
2021-08-06,total_individuals_in_shelter,45034,DHS daily census
2021-08-06,total_single_adults_in_shelter,16189,DHS daily census
2021-08-06,families_with_children_in_shelter,8302,DHS daily census
2021-08-06,adult_families_in_shelter,1634,DHS daily census
2021-08-05,total_individuals_in_shelter,45113,DHS daily census
2021-08-05,total_single_adults_in_shelter,16245,DHS daily census
2021-08-05,families_with_children_in_shelter,8309,DHS daily census
2021-08-05,adult_families_in_shelter,1633,DHS daily census
2021-08-04,total_individuals_in_shelter,45085,DHS daily census
2021-08-04,total_single_adults_in_shelter,16258,DHS daily census
2021-08-04,families_with_children_in_shelter,8292,DHS daily census
2021-08-04,adult_families_in_shelter,1638,DHS daily census
2021-08-03,total_individuals_in_shelter,44844,DHS daily census
2021-08-03,total_single_adults_in_shelter,16207,DHS daily census
2021-08-03,families_with_children_in_shelter,8233,DHS daily census
2021-08-03,adult_families_in_shelter,1632,DHS daily census
2021-08-02,total_individuals_in_shelter,44738,DHS daily census
2021-08-02,total_single_adults_in_shelter,16243,DHS daily census
2021-08-02,families_with_children_in_shelter,8181,DHS daily census
2021-08-02,adult_families_in_shelter,1644,DHS daily census
2021-08-01,total_individuals_in_shelter,44586,DHS daily census
2021-08-01,total_single_adults_in_shelter,16111,DHS daily census
2021-08-01,families_with_children_in_shelter,8180,DHS daily census
2021-08-01,adult_families_in_shelter,1636,DHS daily census
2021-07-31,total_individuals_in_shelter,44748,DHS daily census
2021-07-31,total_single_adults_in_shelter,16234,DHS daily census
2021-07-31,families_with_children_in_shelter,8192,DHS daily census
2021-07-31,adult_families_in_shelter,1630,DHS daily census
2021-07-30,total_individuals_in_shelter,45101,DHS daily census
2021-07-30,total_single_adults_in_shelter,16225,DHS daily census
2021-07-30,families_with_children_in_shelter,8296,DHS daily census
2021-07-30,adult_families_in_shelter,1648,DHS daily census
2021-07-29,total_individuals_in_shelter,45173,DHS daily census
2021-07-29,total_single_adults_in_shelter,16308,DHS daily census
2021-07-29,families_with_children_in_shelter,8299,DHS daily census
2021-07-29,adult_families_in_shelter,1640,DHS daily census
2021-07-28,total_individuals_in_shelter,44863,DHS daily census
2021-07-28,total_single_adults_in_shelter,16068,DHS daily census
2021-07-28,families_with_children_in_shelter,8282,DHS daily census
2021-07-28,adult_families_in_shelter,1636,DHS daily census
2021-07-27,total_individuals_in_shelter,45000,DHS daily census
2021-07-27,total_single_adults_in_shelter,16230,DHS daily census
2021-07-27,families_with_children_in_shelter,8271,DHS daily census
2021-07-27,adult_families_in_shelter,1630,DHS daily census
2021-07-26,total_individuals_in_shelter,45148,DHS daily census
2021-07-26,total_single_adults_in_shelter,16364,DHS daily census
2021-07-26,families_with_children_in_shelter,8267,DHS daily census
2021-07-26,adult_families_in_shelter,1643,DHS daily census
2021-07-25,total_individuals_in_shelter,45289,DHS daily census
2021-07-25,total_single_adults_in_shelter,16403,DHS daily census
2021-07-25,families_with_children_in_shelter,8306,DHS daily census
2021-07-25,adult_families_in_shelter,1639,DHS daily census
2021-07-24,total_individuals_in_shelter,45242,DHS daily census
2021-07-24,total_single_adults_in_shelter,16341,DHS daily census
2021-07-24,families_with_children_in_shelter,8318,DHS daily census
2021-07-24,adult_families_in_shelter,1638,DHS daily census
2021-07-23,total_individuals_in_shelter,45138,DHS daily census
2021-07-23,total_single_adults_in_shelter,16326,DHS daily census
2021-07-23,families_with_children_in_shelter,8287,DHS daily census
2021-07-23,adult_families_in_shelter,1632,DHS daily census
2021-07-22,total_individuals_in_shelter,45205,DHS daily census
2021-07-22,total_single_adults_in_shelter,16402,DHS daily census
2021-07-22,families_with_children_in_shelter,8260,DHS daily census
2021-07-22,adult_families_in_shelter,1654,DHS daily census
2021-07-21,total_individuals_in_shelter,45258,DHS daily census
2021-07-21,total_single_adults_in_shelter,16458,DHS daily census
2021-07-21,families_with_children_in_shelter,8257,DHS daily census
2021-07-21,adult_families_in_shelter,1653,DHS daily census
2021-07-20,total_individuals_in_shelter,45315,DHS daily census
2021-07-20,total_single_adults_in_shelter,16460,DHS daily census
2021-07-20,families_with_children_in_shelter,8262,DHS daily census
2021-07-20,adult_families_in_shelter,1677,DHS daily census
2021-07-19,total_individuals_in_shelter,45359,DHS daily census
2021-07-19,total_single_adults_in_shelter,16482,DHS daily census
2021-07-19,families_with_children_in_shelter,8273,DHS daily census
2021-07-19,adult_families_in_shelter,1672,DHS daily census
2021-07-18,total_individuals_in_shelter,45536,DHS daily census
2021-07-18,total_single_adults_in_shelter,16518,DHS daily census
2021-07-18,families_with_children_in_shelter,8316,DHS daily census
2021-07-18,adult_families_in_shelter,1670,DHS daily census
2021-07-17,total_individuals_in_shelter,45515,DHS daily census
2021-07-17,total_single_adults_in_shelter,16479,DHS daily census
2021-07-17,families_with_children_in_shelter,8325,DHS daily census
2021-07-17,adult_families_in_shelter,1666,DHS daily census
2021-07-16,total_individuals_in_shelter,45488,DHS daily census
2021-07-16,total_single_adults_in_shelter,16503,DHS daily census
2021-07-16,families_with_children_in_shelter,8310,DHS daily census
2021-07-16,adult_families_in_shelter,1664,DHS daily census
2021-07-15,total_individuals_in_shelter,45521,DHS daily census
2021-07-15,total_single_adults_in_shelter,16532,DHS daily census
2021-07-15,families_with_children_in_shelter,8305,DHS daily census
2021-07-15,adult_families_in_shelter,1673,DHS daily census
2021-07-14,total_individuals_in_shelter,45524,DHS daily census
2021-07-14,total_single_adults_in_shelter,16583,DHS daily census
2021-07-14,families_with_children_in_shelter,8269,DHS daily census
2021-07-14,adult_families_in_shelter,1681,DHS daily census
2021-07-13,total_individuals_in_shelter,45597,DHS daily census
2021-07-13,total_single_adults_in_shelter,16583,DHS daily census
2021-07-13,families_with_children_in_shelter,8282,DHS daily census
2021-07-13,adult_families_in_shelter,1680,DHS daily census
2021-07-12,total_individuals_in_shelter,45654,DHS daily census
2021-07-12,total_single_adults_in_shelter,16624,DHS daily census
2021-07-12,families_with_children_in_shelter,8282,DHS daily census
2021-07-12,adult_families_in_shelter,1691,DHS daily census
2021-07-11,total_individuals_in_shelter,45564,DHS daily census
2021-07-11,total_single_adults_in_shelter,16511,DHS daily census
2021-07-11,families_with_children_in_shelter,8307,DHS daily census
2021-07-11,adult_families_in_shelter,1695,DHS daily census
2021-07-10,total_individuals_in_shelter,45505,DHS daily census
2021-07-10,total_single_adults_in_shelter,16491,DHS daily census
2021-07-10,families_with_children_in_shelter,8290,DHS daily census
2021-07-10,adult_families_in_shelter,1688,DHS daily census
2021-07-09,total_individuals_in_shelter,45469,DHS daily census
2021-07-09,total_single_adults_in_shelter,16480,DHS daily census
2021-07-09,families_with_children_in_shelter,8291,DHS daily census
2021-07-09,adult_families_in_shelter,1682,DHS daily census
2021-07-08,total_individuals_in_shelter,45565,DHS daily census
2021-07-08,total_single_adults_in_shelter,16638,DHS daily census
2021-07-08,families_with_children_in_shelter,8278,DHS daily census
2021-07-08,adult_families_in_shelter,1672,DHS daily census
2021-07-07,total_individuals_in_shelter,45548,DHS daily census
2021-07-07,total_single_adults_in_shelter,16542,DHS daily census
2021-07-07,families_with_children_in_shelter,8303,DHS daily census
2021-07-07,adult_families_in_shelter,1681,DHS daily census
2021-07-06,total_individuals_in_shelter,45695,DHS daily census
2021-07-06,total_single_adults_in_shelter,16618,DHS daily census
2021-07-06,families_with_children_in_shelter,8324,DHS daily census
2021-07-06,adult_families_in_shelter,1693,DHS daily census
2021-07-05,total_individuals_in_shelter,45561,DHS daily census
2021-07-05,total_single_adults_in_shelter,16524,DHS daily census
2021-07-05,families_with_children_in_shelter,8314,DHS daily census
2021-07-05,adult_families_in_shelter,1693,DHS daily census
2021-07-04,total_individuals_in_shelter,45511,DHS daily census
2021-07-04,total_single_adults_in_shelter,16411,DHS daily census
2021-07-04,families_with_children_in_shelter,8333,DHS daily census
2021-07-04,adult_families_in_shelter,1696,DHS daily census
2021-07-03,total_individuals_in_shelter,45594,DHS daily census
2021-07-03,total_single_adults_in_shelter,16551,DHS daily census
2021-07-03,families_with_children_in_shelter,8324,DHS daily census
2021-07-03,adult_families_in_shelter,1685,DHS daily census
2021-07-02,total_individuals_in_shelter,45690,DHS daily census
2021-07-02,total_single_adults_in_shelter,16698,DHS daily census
2021-07-02,families_with_children_in_shelter,8303,DHS daily census
2021-07-02,adult_families_in_shelter,1691,DHS daily census
2021-07-01,total_individuals_in_shelter,45889,DHS daily census
2021-07-01,total_single_adults_in_shelter,16813,DHS daily census
2021-07-01,families_with_children_in_shelter,8327,DHS daily census
2021-07-01,adult_families_in_shelter,1690,DHS daily census
2021-06-30,total_individuals_in_shelter,47045,DHS daily census
2021-06-30,total_single_adults_in_shelter,16981,DHS daily census
2021-06-30,families_with_children_in_shelter,8674,DHS daily census
2021-06-30,adult_families_in_shelter,1730,DHS daily census
2021-06-29,total_individuals_in_shelter,47113,DHS daily census
2021-06-29,total_single_adults_in_shelter,16987,DHS daily census
2021-06-29,families_with_children_in_shelter,8691,DHS daily census
2021-06-29,adult_families_in_shelter,1730,DHS daily census
2021-06-28,total_individuals_in_shelter,47076,DHS daily census
2021-06-28,total_single_adults_in_shelter,17037,DHS daily census
2021-06-28,families_with_children_in_shelter,8658,DHS daily census
2021-06-28,adult_families_in_shelter,1733,DHS daily census
2021-06-27,total_individuals_in_shelter,47114,DHS daily census
2021-06-27,total_single_adults_in_shelter,17040,DHS daily census
2021-06-27,families_with_children_in_shelter,8685,DHS daily census
2021-06-27,adult_families_in_shelter,1728,DHS daily census
2021-06-26,total_individuals_in_shelter,47204,DHS daily census
2021-06-26,total_single_adults_in_shelter,17062,DHS daily census
2021-06-26,families_with_children_in_shelter,8716,DHS daily census
2021-06-26,adult_families_in_shelter,1725,DHS daily census
2021-06-25,total_individuals_in_shelter,47267,DHS daily census
2021-06-25,total_single_adults_in_shelter,17150,DHS daily census
2021-06-25,families_with_children_in_shelter,8709,DHS daily census
2021-06-25,adult_families_in_shelter,1729,DHS daily census
2021-06-24,total_individuals_in_shelter,47378,DHS daily census
2021-06-24,total_single_adults_in_shelter,17247,DHS daily census
2021-06-24,families_with_children_in_shelter,8709,DHS daily census
2021-06-24,adult_families_in_shelter,1734,DHS daily census
2021-06-23,total_individuals_in_shelter,47414,DHS daily census
2021-06-23,total_single_adults_in_shelter,17297,DHS daily census
2021-06-23,families_with_children_in_shelter,8703,DHS daily census
2021-06-23,adult_families_in_shelter,1733,DHS daily census
2021-06-22,total_individuals_in_shelter,47609,DHS daily census
2021-06-22,total_single_adults_in_shelter,17440,DHS daily census
2021-06-22,families_with_children_in_shelter,8721,DHS daily census
2021-06-22,adult_families_in_shelter,1731,DHS daily census
2021-06-21,total_individuals_in_shelter,47521,DHS daily census
